x,y,z,qx,qy,qz,qw
3.412884879936859,-1.3736947826842012,0.0,0.0,0.0,-0.7741176342506491,0.6330417745632418
-0.2476729842456917,-0.18272241321978705,0.0,0.0,0.0,-0.9957819359848008,0.09175149026779927
